분류,지역,발주처명,발주처분류,약칭,적격심사분류,비고
정부투자기관(공사),전남,한국남동발전(주) 여수발전본부,한국남동발전,,한국전력공사(발전자회사),
정부투자기관(공사),전북,한국남동발전(주)무주양수발전처,한국남동발전,,한국전력공사(발전자회사),
정부투자기관(공사),충남,한국남동발전(주)보령화력본부,한국남동발전,,한국전력공사(발전자회사),
정부투자기관(공사),경기,한국남동발전(주)분당복합화력발전처,한국남동발전,,한국전력공사(발전자회사),
정부투자기관(공사),경기,한국남동발전(주)분당본부,한국남동발전,,한국전력공사(발전자회사),
정부투자기관(공사),경남,한국남동발전(주)삼천포발전본부,한국남동발전,,한국전력공사(발전자회사),
정부투자기관(공사),경남,한국남동발전(주)삼천포화력본부,한국남동발전,,한국전력공사(발전자회사),
정부투자기관(공사),충남,한국남동발전(주)서천화력발전소,한국남동발전,,한국전력공사(발전자회사),
정부투자기관(공사),인천,한국남동발전(주)설계기술처,한국남동발전,,한국전력공사(발전자회사),
정부투자기관(공사),강원,한국남동발전(주)양양양수발전소,한국남동발전,,한국전력공사(발전자회사),
정부투자기관(공사),강원,한국남동발전(주)영동화력발전처,한국남동발전,,한국전력공사(발전자회사),
정부투자기관(공사),인천,한국남동발전(주)영흥발전본부,한국남동발전,,한국전력공사(발전자회사),
정부투자기관(공사),경북,한국남동발전(주)예천양수발전처,한국남동발전,,한국전력공사(발전자회사),
정부투자기관(공사),인천,한국남동발전(주)인천화력본부,한국남동발전,,한국전력공사(발전자회사),
정부투자기관(공사),제주,한국남동발전(주)제주화력발전소,한국남동발전,,한국전력공사(발전자회사),
정부투자기관(공사),부산,한국남부발전(주),한국남부발전,,한국전력공사(발전자회사),
정부투자기관(공사),서울,한국남부발전(주) 남제주발전본부,한국남부발전,,한국전력공사(발전자회사),
정부투자기관(공사),강원,한국남부발전(주) 삼척빛드림본부,한국남부발전,,한국전력공사(발전자회사),구)삼척발전본부
정부투자기관(공사),세종,한국남부발전(주) 신세종빛드림본부,한국남부발전,,한국전력공사(발전자회사),
정부투자기관(공사),세종,한국남부발전(주) 신재생사업본부,한국남부발전,,한국전력공사(발전자회사),
정부투자기관(공사),부산,한국남부발전(주) 안동빛드림본부,한국남부발전,,한국전력공사(발전자회사),
정부투자기관(공사),경남,한국남부발전(주) 하동빛드림본부,한국남부발전,,한국전력공사(발전자회사),
정부투자기관(공사),서울,한국남부발전(주)부산천연가스발전본부,한국남부발전,,한국전력공사(발전자회사),
정부투자기관(공사),서울,한국남부발전(주)신인천천연가스발전본부,한국남부발전,,한국전력공사(발전자회사),
정부투자기관(공사),서울,한국남부발전(주)영남화력발전소,한국남부발전,,한국전력공사(발전자회사),
정부투자기관(공사),서울,한국남부발전(주)영월복합화력발전소,한국남부발전,,한국전력공사(발전자회사),
정부투자기관(공사),서울,한국남부발전(주)청평양수발전소,한국남부발전,,한국전력공사(발전자회사),
정부투자기관(공사),전남,한국농어촌공사,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),강원,한국농어촌공사 강릉지사,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),강원,한국농어촌공사 강원지역본부,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),인천,"한국농어촌공사 강화, 옹진지사",한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경기,한국농어촌공사 경기지역본부,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경남,한국농어촌공사 경남지역본부,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경남,"한국농어촌공사 경남지역본부 김해,양산,부산지사",한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경북,한국농어촌공사 경북지역본부,한국농어촌공사,,조달청(해양수산부산하기관),
중앙행정기관(기타),경북,한국농어촌공사 경산지사,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),전북,한국농어촌공사 고창지사,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),전남,한국농어촌공사 고흥지사,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경북,한국농어촌공사 광주지사,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경북,한국농어촌공사 구미김천지사,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),전북,한국농어촌공사 군산지사,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경기,한국농어촌공사 기술본부,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),대전,한국농어촌공사 기술안전품질원,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경기,한국농어촌공사 김포지사,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경기,한국농어촌공사 농어촌연구원,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경남,한국농어촌공사 밀양지사,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),전북,한국농어촌공사 부안지사,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),전북,한국농어촌공사 새만금사업단,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),전북,한국농어촌공사 새만금산업단지사업단,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),전남,한국농어촌공사 순천광양여수지사,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경기,한국농어촌공사 양평지사,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),전남,한국농어촌공사 영광지사,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),강원,한국농어촌공사 영북지사,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경북,한국농어촌공사 울산지사,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),전남,한국농어촌공사 장흥지사,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),전남,한국농어촌공사 전남지역본부,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),전북,한국농어촌공사 전북지역본부,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),전북,한국농어촌공사 제주지역본부,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),충남,한국농어촌공사 충남지역본부,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),충북,한국농어촌공사 충북지역본부,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경북,한국농어촌공사 칠곡지사,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경기,한국농어촌공사 토지개발사업단,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경기,한국농어촌공사 화안사업단,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경기,한국농촌공사,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경기,한국농촌공사 경기도본부,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경기,한국농촌공사 파주지사,한국농어촌공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경북,한국도로공사,한국도로공사,,한국도로공사,
정부투자기관(공사),강원,한국도로공사 강원건설사업소,한국도로공사,,한국도로공사,
정부투자기관(공사),강원,한국도로공사 강원본부,한국도로공사,,한국도로공사,
정부투자기관(공사),경기,한국도로공사 경기건설사업소,한국도로공사,,한국도로공사,
정부투자기관(공사),경기,한국도로공사 경기지역본부,한국도로공사,,한국도로공사,
정부투자기관(공사),경남,한국도로공사 경남건설사업소,한국도로공사,,한국도로공사,
정부투자기관(공사),경기,한국도로공사 고창~담양건설사업소,한국도로공사,,한국도로공사,
정부투자기관(공사),전남,한국도로공사 광주전남본부,한국도로공사,,한국도로공사,
정부투자기관(공사),부산,한국도로공사 김해부산건설사업단,한국도로공사,,한국도로공사,
정부투자기관(공사),전북,한국도로공사 남부도로개량사업단,한국도로공사,,한국도로공사,
정부투자기관(공사),경기,한국도로공사 냉정부산건설사업단,한국도로공사,,한국도로공사,
정부투자기관(공사),전북,한국도로공사 담양함양건설사업단,한국도로공사,,한국도로공사,
정부투자기관(공사),대구,한국도로공사 대구경북본부,한국도로공사,,한국도로공사,
정부투자기관(공사),대구,한국도로공사 대구-포항건설사업소,한국도로공사,,한국도로공사,
정부투자기관(공사),대전,한국도로공사 대전~당진건설사업소,한국도로공사,,한국도로공사,
정부투자기관(공사),대전,한국도로공사 대전충남본부,한국도로공사,,한국도로공사,
정부투자기관(공사),충남,한국도로공사 대진1건설사업소,한국도로공사,,한국도로공사,
정부투자기관(공사),경기,한국도로공사 도로교통기술원,한국도로공사,,한국도로공사,
정부투자기관(공사),경기,한국도로공사 도로교통연구원,한국도로공사,,한국도로공사,
정부투자기관(공사),강원,한국도로공사 동해건설사업소,한국도로공사,,한국도로공사,
정부투자기관(공사),전남,한국도로공사 목포-광양건설사업단,한국도로공사,,한국도로공사,
정부투자기관(공사),부산,한국도로공사 부산~울산 건설사업소,한국도로공사,,한국도로공사,
정부투자기관(공사),경남,한국도로공사 부산경남본부,한국도로공사,,한국도로공사,
정부투자기관(공사),강원,한국도로공사 삼척속초건설사업단,한국도로공사,,한국도로공사,
정부투자기관(공사),경북,한국도로공사 상주안동건설사업단,한국도로공사,,한국도로공사,
정부투자기관(공사),전북,한국도로공사 새만금전주건설사업단,한국도로공사,,한국도로공사,
정부투자기관(공사),충남,한국도로공사 서산아산건설사업단,한국도로공사,,한국도로공사,
정부투자기관(공사),충남,한국도로공사 서해1건설사업소,한국도로공사,,한국도로공사,
정부투자기관(공사),충남,한국도로공사 서해2건설사업소,한국도로공사,,한국도로공사,
정부투자기관(공사),경기,한국도로공사 서해대교건설사업소,한국도로공사,,한국도로공사,
정부투자기관(공사),충북,한국도로공사 세종천안건설사업단,한국도로공사,,한국도로공사,안성용인->세종천안
정부투자기관(공사),경기,한국도로공사 수도권건설사업단,한국도로공사,,한국도로공사,
정부투자기관(공사),경기,한국도로공사 수도권본부,한국도로공사,,한국도로공사,
정부투자기관(공사),경기,한국도로공사 시흥지사,한국도로공사,,한국도로공사,
정부투자기관(공사),충남,한국도로공사 아산천안건설사업단,한국도로공사,,한국도로공사,
정부투자기관(공사),경기,한국도로공사 양평이천건설사업단,한국도로공사,,한국도로공사,
정부투자기관(공사),경북,한국도로공사 언양영천건설사업단,한국도로공사,,한국도로공사,
정부투자기관(공사),경남,한국도로공사 영남2건설사업소,한국도로공사,,한국도로공사,
정부투자기관(공사),강원,한국도로공사 영동건설사업소,한국도로공사,,한국도로공사,
정부투자기관(공사),경북,한국도로공사 울산포항건설사업단,한국도로공사,,한국도로공사,
정부투자기관(공사),충북,한국도로공사 음성제천건설사업단,한국도로공사,,한국도로공사,
정부투자기관(공사),전북,한국도로공사 익산~장수건설사업소,한국도로공사,,한국도로공사,
정부투자기관(공사),인천,한국도로공사 인천대교건설사업소,한국도로공사,,한국도로공사,
정부투자기관(공사),전북,한국도로공사 전주~남원건설사업소,한국도로공사,,한국도로공사,
정부투자기관(공사),강원,한국도로공사 주문진속초 건설사업단,한국도로공사,,한국도로공사,
정부투자기관(공사),경기,한국도로공사 중부도로개량사업단,한국도로공사,,한국도로공사,
정부투자기관(공사),경기,한국도로공사 중부지역본부,한국도로공사,,한국도로공사,
정부투자기관(공사),기타,한국도로공사 중앙북부건설사무소,한국도로공사,,한국도로공사,
정부투자기관(공사),경북,한국도로공사 창녕밀양건설사업단,한국도로공사,,한국도로공사,
정부투자기관(공사),경남,한국도로공사 창녕지사,한국도로공사,,한국도로공사,
정부투자기관(공사),충남,한국도로공사 천안안성건설사업단,한국도로공사,,한국도로공사,세종안성->천안안성
정부투자기관(공사),충북,한국도로공사 청원~상주건설사업소,한국도로공사,,한국도로공사,
정부투자기관(공사),충북,한국도로공사 충북본부,한국도로공사,,한국도로공사,
정부투자기관(공사),충남,한국도로공사 충청지역본부,한국도로공사,,한국도로공사,
정부투자기관(공사),경북,한국도로공사 포항영덕건설사업단,한국도로공사,,한국도로공사,
정부투자기관(공사),경북,한국도로공사 함양성산건설사업단,한국도로공사,,한국도로공사,
정부투자기관(공사),경기,한국도로공사 현풍-김천건설사업소,한국도로공사,,한국도로공사,
정부투자기관(공사),강원,한국도로공사 홍천양양건설사업단,한국도로공사,,한국도로공사,
정부투자기관(공사),강원,한국도로공사 홍천양양건설사업단,한국도로공사,,한국도로공사,
정부투자기관(공사),서울,한국동서발전(주),한국동서발전,,한국전력공사(발전자회사),
정부투자기관(공사),충남,한국동서발전(주) 당진발전본부,한국동서발전,,한국전력공사(발전자회사),
정부투자기관(공사),강원,한국동서발전(주) 동해바이오화력본부,한국동서발전,,한국전력공사(발전자회사),
정부투자기관(공사),강원,한국동서발전(주)동해화력발전처,한국동서발전,,한국전력공사(발전자회사),
정부투자기관(공사),경남,한국동서발전(주)산청양수발전처,한국동서발전,,한국전력공사(발전자회사),
정부투자기관(공사),울산,한국동서발전(주)울산화력본부,한국동서발전,,한국전력공사(발전자회사),
정부투자기관(공사),경기,한국동서발전(주)일산열병합발전처,한국동서발전,,한국전력공사(발전자회사),
정부투자기관(공사),전남,한국동서발전(주)호남화력발전처,한국동서발전,,한국전력공사(발전자회사),
정부투자기관(기타),경기,한국마사회,공사기타,,조달청(해양수산부산하기관),
정부투자기관(공사),서울,한국마사회 서울본부,공사기타,,조달청(해양수산부산하기관),
정부투자기관(공사),서울,한국발전(주),공사기타,,한국전력공사(발전자회사),
정부투자기관(기타),경북,한국방사성폐기물관리공단,공사기타,,미분류,
정부투자기관(기타),서울,한국보훈복지의료공단,공사기타,,미분류,
정부투자기관(기타),대전,한국산림복지진흥원,공사기타,,미분류,
정부투자기관(기타),서울,한국산업기술진흥원,공사기타,,미분류,
정부투자기관(공사),대구,한국산업단지공단,공사기타,,조달청(해양수산부산하기관),
정부투자기관(기타),충남,한국생산기술연구원,공사기타,,미분류,
정부투자기관(공사),충남,한국서부발전(주),한국서부발전,,한국전력공사(발전자회사),
정부투자기관(공사),서울,한국서부발전(주)가로림발전처,한국서부발전,,한국전력공사(발전자회사),
정부투자기관(공사),서울,한국서부발전(주)삼량진발전처,한국서부발전,,한국전력공사(발전자회사),
정부투자기관(공사),서울,한국서부발전(주)서인천발전본부,한국서부발전,,한국전력공사(발전자회사),
정부투자기관(공사),서울,한국서부발전(주)청송발전처,한국서부발전,,한국전력공사(발전자회사),
정부투자기관(공사),서울,한국서부발전(주)태안발전본부,한국서부발전,,한국전력공사(발전자회사),
정부투자기관(공사),서울,한국서부발전(주)평택발전본부,한국서부발전,,한국전력공사(발전자회사),
정부투자기관(공사),경기,한국석유공사,공사기타,,조달청(해양수산부산하기관),
정부투자기관(공사),경북,한국수력원자력(주),한국수력원자력,,한국수력원자력,
정부투자기관(공사),울산,한국수력원자력(주) 새울원자력본부,한국수력원자력,,한국전력공사(발전자회사),
정부투자기관(기타),경북,한국수력원자력(주) 월성원자력본부,한국수력원자력,,한국전력공사(발전자회사),
정부투자기관(공사),강원,한국수력원자력(주) 한강수력본부,한국수력원자력,,한국전력공사(발전자회사),
정부투자기관(공사),부산,한국수력원자력(주)고리원자력본부,한국수력원자력,,한국전력공사(발전자회사),
정부투자기관(공사),전남,한국수력원자력(주)영광원자력본부,한국수력원자력,,한국전력공사(발전자회사),
정부투자기관(공사),강원,한국수력원자력(주)울진원자력본부,한국수력원자력,,한국전력공사(발전자회사),
정부투자기관(공사),대전,한국수자원공사,한국수자원공사,,한국수자원공사,
정부투자기관(공사),대구,한국수자원공사 경북지역본부,한국수자원공사,,한국수자원공사,
정부투자기관(공사),전북,한국수자원공사 금강유역본부,한국수자원공사,,한국수자원공사,
정부투자기관(공사),대구,한국수자원공사 낙동강유역본부,한국수자원공사,,한국수자원공사,
정부투자기관(공사),경남,한국수자원공사 사천권관리단,한국수자원공사,,한국수자원공사,
정부투자기관(공사),강원,한국수자원공사 소양강댐사무소,한국수자원공사,,한국수자원공사,
정부투자기관(공사),대전,한국수자원공사 수도권수도건설사무소,한국수자원공사,,한국수자원공사,
정부투자기관(공사),경기,한국수자원공사 수도권지역본부,한국수자원공사,,한국수자원공사,
정부투자기관(공사),광주,한국수자원공사 영섬유역본부,한국수자원공사,,한국수자원공사,
정부투자기관(공사),전남,한국수자원공사 전남지역본부,한국수자원공사,,한국수자원공사,
정부투자기관(공사),충북,한국수자원공사 충청지역본부,한국수자원공사,,한국수자원공사,
정부투자기관(공사),경기,한국수자원공사 팔당권관리단,한국수자원공사,,한국수자원공사,
정부투자기관(공사),경기,한국수자원공사 한강유역본부,한국수자원공사,,한국수자원공사,
정부투자기관(공사),해외,한국수출입은행,공사기타,,조달청(해양수산부산하기관),
정부투자기관(공사),경기,한국시설안전공단,공사기타,,조달청(해양수산부산하기관),
정부투자기관(기타),서울,한국어촌어항공단,공사기타,,행정안전부(지방자치단체),2018.10. 공단으로 변경
정부투자기관(기타),서울,한국에너지공단,공사기타,,미분류,
정부투자기관(기타),대전,한국에너지기술연구원,공사기타,,미분류,
정부투자기관(기타),서울,한국에너지기술평가원,공사기타,,미분류,
중앙행정기관(기타),서울,한국엔지니어링진흥협회,중앙기타,,미분류,
정부투자기관(기타),경기,한국원자력안전기술원,공사기타,,한국전력공사(발전자회사),
정부투자기관(기타),대전,한국원자력연구소,공사기타,,한국전력공사(발전자회사),
정부투자기관(공사),서울,한국자산관리공사,공사기타,,국토교통부(지방국토관리청/국토부예하기관),
정부투자기관(공사),서울,한국자원재생공사,공사기타,,조달청(해양수산부산하기관),
정부투자기관(공사),서울,한국전기통신공사,공사기타,,조달청(해양수산부산하기관),
정부투자기관(공사),서울,한국전기통신공사 건설사업단,공사기타,,조달청(해양수산부산하기관),
정부투자기관(공사),경기,한국전력 수원건설소,한국전력공사기타,,한국전력공사(발전자회사),
정부투자기관(공사),전남,한국전력거래소,한국전력공사기타,,미분류,
정부투자기관(공사),전남,한국전력공사,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),서울,한국전력공사 345KV건설처,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),경기,한국전력공사 가평지점,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),강원,한국전력공사 강릉전력소,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),서울,한국전력공사 강서지점,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),경기,한국전력공사 경기북부지사,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),경기,한국전력공사 경기지사,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),경기,한국전력공사 경기지사광주지점,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),경기,한국전력공사 경기지역본부,한국전력공사,,한국환경공단,
정부투자기관(공사),경남,한국전력공사 경남본부,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),서울,한국전력공사 경인건설본부,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),서울,한국전력공사 경인건설처,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),서울,한국전력공사 계통건설처,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),경기,한국전력공사 고양지점,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),광주,한국전력공사 광주전력관리처,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),전북,한국전력공사 군산지점,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),서울,한국전력공사 남부건설처,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),서울,한국전력공사 남서울전력관리처,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),경기,한국전력공사 남수원지점,한국전력공사,,한국철도공사,
정부투자기관(공사),대구,한국전력공사 대구건설소,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),대구,한국전력공사 대구경북건설지사,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),대구,한국전력공사 대구전력관리처,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),대전,한국전력공사 대전전력관리처,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),대전,한국전력공사 대전전력관리처,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),충남,한국전력공사 대전충남개발처,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),강원,한국전력공사 동해전력소,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),부산,한국전력공사 부산전력관리처,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),부산,한국전력공사 부산전력구건설처,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),경기,한국전력공사 부천지점,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),부산,한국전력공사 북부산지점,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),서울,한국전력공사 서울전력구건설처,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),인천,한국전력공사 서인천지점,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),충북,한국전력공사 서청주지점,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),전남,한국전력공사 섬진강수력발전소,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),경기,한국전력공사 성남지점,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),경기,한국전력공사 수원전력관리처,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),전남,한국전력공사 신강진전력소,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),광주,한국전력공사 신광주전력소,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),경기,한국전력공사 신성남전력소,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),충남,한국전력공사 아산전력소,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),경기,한국전력공사 안산지점,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),경기,한국전력공사 안양지점,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),경남,한국전력공사 양산지점,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),경기,한국전력공사 여주지점,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),서울,한국전력공사 영등포지점,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),경기,한국전력공사 오산지점,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),경기,한국전력공사 용인지점,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),강원,한국전력공사 원주전력소,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),경기,한국전력공사 의정부전력처,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),인천,한국전력공사 인천전력관리처,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),인천,한국전력공사 인천지역본부,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),인천,한국전력공사 인천지점,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),서울,한국전력공사 전력계통건설처,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),서울,한국전력공사 전력연구원,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),전북,한국전력공사 전북개발지사,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),전북,한국전력공사 전주전력관리처,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),전북,한국전력공사 전주전력소,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),제주,한국전력공사 제주지사,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),충북,한국전력공사 제천전력관리처,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),대전,한국전력공사 중부건설본부,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),충북,한국전력공사 중부전력소,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),부산,한국전력공사 지중선사업처,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),경남,한국전력공사 창원전력관리처,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),경남,한국전력공사 창원전력처,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),충남,한국전력공사 청양전력소,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),충남,한국전력공사 청양지점,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),충북,한국전력공사 청원전력관리처,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),충북,한국전력공사 청원전력소,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),강원,한국전력공사 춘천전력소,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),경기,한국전력공사 파주지점,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(공사),경기,한국전력공사 평택지점,한국전력공사,,한국전력공사(발전자회사),
정부투자기관(기타),경기,한국전력기술(주),공사기타,,한국전력공사(발전자회사),
정부투자기관(기타),세종,한국조세재정연구원,중앙기타,,미분류,
정부투자기관(기타),충남,한국중부발전(주),공사기타,,한국전력공사(발전자회사),
정부투자기관(공사),충남,한국중부발전(주) 보령발전본부,한국중부발전,,한국전력공사(발전자회사),
정부투자기관(공사),서울,한국중부발전(주) 서울발전본부,한국중부발전,,한국전력공사(발전자회사),
정부투자기관(기타),세종,한국중부발전(주) 세종발전본부,한국중부발전,,한국전력공사(발전자회사),
정부투자기관(공사),충남,한국중부발전(주) 신보령발전본부,한국중부발전,,한국전력공사(발전자회사),
정부투자기관(공사),충남,한국중부발전(주) 신서천발전본부,한국중부발전,,한국전력공사(발전자회사),
정부투자기관(공사),제주,한국중부발전(주)제주발전본부,한국중부발전,,한국전력공사(발전자회사),
정부투자기관(기타),서울,한국지리정보산업협동조합,공사기타,,미분류,
정부투자기관(공사),경기,한국지역난방공사,한국지역난방공사,,조달청(해양수산부산하기관),
정부투자기관(공사),서울,한국지역난방공사 강남지사,한국지역난방공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경기,한국지역난방공사 고양사업소,한국지역난방공사,,조달청(해양수산부산하기관),
정부투자기관(공사),전남,한국지역난방공사 광주전남지사,한국지역난방공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경기,한국지역난방공사 동탄지사,한국지역난방공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경기,한국지역난방공사 미래개발원,한국지역난방공사,,조달청(해양수산부산하기관),
정부투자기관(공사),세종,한국지역난방공사 세종지사,한국지역난방공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경남,한국지역난방공사 양산지사,한국지역난방공사,,조달청(해양수산부산하기관),
정부투자기관(공사),충북,한국지역난방공사 청주지사,한국지역난방공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경기,한국지역난방공사 판교지사,한국지역난방공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경기,한국지역난방공사 화성지사,한국지역난방공사,,조달청(해양수산부산하기관),
정부투자기관(공사),대전,한국철도공사,한국철도공사,,한국철도공사,
정부투자기관(공사),대전,한국철도공사 대전지역본부,한국철도공사,,한국철도공사,
정부투자기관(공사),서울,한국철도공사 서울지역본부,한국철도공사,,한국철도공사,
중앙행정기관(철도청),전북,한국철도공사 전북본부,한국철도공사,,한국철도공사,
정부투자기관(기타),전남,한국컨테이너부두공단,공사기타,,미분류,
정부투자기관(공사),강원,한국토지공사 강원지역본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),경기,한국토지공사 경기동북부사업본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),경기,한국토지공사 경기지역본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),경기,한국토지공사 동탄사업본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),부산,한국토지공사 부산울산지역본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),서울,한국토지공사 서울지역본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),경기,한국토지공사 용인지사,한국토지주택공사,,한국토지주택공사,
